software_company_role_id,asset_id,product_name,organization_name,entity_type,role,original_public_label,resolution_status,evidence_url,reviewed_at,organization_id
SCRL-00123,LCA-SW-0072,Fujitsu Track and Trust,Fujitsu Limited,Company,developer,Fujitsu Limited,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.fujitsu.com/global/about/resources/news/press-releases/2023/0913-01.html,2026-09-01,ORG-0153
SCRL-00124,LCA-SW-0073,GIC — Green Industry Cloud,Wormhole Technologies Inc.,Company,developer,Wormhole Technologies Inc.,Distinct public developer/provider label retained; legal entity suffix not independently normalized,http://wmholetech.com/en/index_en.html,2026-09-01,ORG-0380
SCRL-00125,LCA-SW-0074,GreenStitch.io,GreenStitch Technologies PVT LTD,Company,developer,GreenStitch Technologies PVT LTD,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://greenstitch.io/,2026-09-01,ORG-0177
SCRL-00126,LCA-SW-0075,HowGood Latis,HowGood,Company,developer,HowGood,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://howgood.com,2026-09-01,ORG-0186
SCRL-00127,LCA-SW-0076,Mattermaps,Makersite GmbH,Company,developer,Makersite GmbH,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.mattermaps.com/,2026-09-01,ORG-0249
SCRL-00128,LCA-SW-0077,Muir Platform,Muir AI,Company,developer,Muir AI,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.muir.ai/,2026-09-01,ORG-0256
SCRL-00129,LCA-SW-0079,Optchain Carbon Tracking,Optel Group,Company,developer,Optel Group,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.optelgroup.com/,2026-09-01,ORG-0270
SCRL-00130,LCA-SW-0080,Planet FWD,PlanetFWD Inc.,Company,developer,Planet FWD,Legal entity resolved from official privacy notice,https://www.planetfwd.com/privacy,2026-09-01,ORG-0280
SCRL-00131,LCA-SW-0081,SAP Sustainability Data Exchange,SAP,Company,developer,SAP,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.sap.com/products/business-network/sustainability-data-exchange.html,2026-09-01,ORG-0304
SCRL-00132,LCA-SW-0082,Sluicebox,"Sluicebox, Inc.",Company,developer,Sluicebox,Legal entity resolved from official privacy notice,https://sluicebox.ai/privacy-policy,2026-09-01,ORG-0313
SCRL-00133,LCA-SW-0083,SmartTradzt Carbon Emission,Smart Tradzt,Company,developer,Smart Tradzt,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.smarttradzt.com/carbon-emission/,2026-09-01,ORG-0314
SCRL-00134,LCA-SW-0085,Terrascope,Terrascope Pte. Ltd.,Company,developer,Terrascope,Legal entity resolved from official terms,https://www.terrascope.com/terms-of-use,2026-09-01,ORG-0330
SCRL-00135,LCA-SW-0086,TrueCarbon,Cirrus Nexus,Company,developer,Cirrus Nexus,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.cirrus-nexus.com/truecarbon,2026-09-01,ORG-0062
SCRL-00136,LCA-SW-0087,TT Green,InnoBlock Technology Ltd,Company,developer,InnoBlock Technology Ltd,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.tt-green.com,2026-09-01,ORG-0199
SCRL-00137,LCA-SW-0089,YuzeData,YuzeData Inc.,Company,developer,YuzeData,Company identity resolved from official company publication,https://www.yuzedata.com/blog/endava-yuzedata-partnership,2026-09-01,ORG-0385
SCRL-00138,LCA-SW-0091,Air.e HdC,Solid Forest,Company,developer,Solid Forest,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.solidforest.com/,2026-09-01,ORG-0316
SCRL-00139,LCA-SW-0092,Air.e LCA,Solid Forest,Company,developer,Solid Forest,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.solidforest.com/,2026-09-01,ORG-0316
SCRL-00140,LCA-SW-0093,Ansys Granta,Ansys,Company,developer,Ansys,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.ansys.com/products/materials,2026-09-01,ORG-0010
SCRL-00141,LCA-SW-0094,aPriori Manufacturing Insights Platform,aPriori,Company,developer,aPriori,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.apriori.com/,2026-09-01,ORG-0011
SCRL-00142,LCA-SW-0095,ASKOR,EVEA,Company,developer,EVEA,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://askor.eco/,2026-09-01,ORG-0133
SCRL-00143,LCA-SW-0096,BEDEC Sustainability,ITeC,Company,developer,ITeC,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://en.itec.cat/,2026-09-01,ORG-0220
SCRL-00144,LCA-SW-0097,Ccloud,Carbonstop,Company,developer,Carbonstop,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.carbonstop.com/en,2026-09-01,ORG-0041
SCRL-00145,LCA-SW-0098,EarthSmart,EarthShift Global,Company,developer,EarthShift Global,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://earthshiftglobal.com/earthsmart,2026-09-01,ORG-0087
SCRL-00146,LCA-SW-0099,eBalance,IKE Environmental Technology,Company,developer,IKE Environmental Technology,Distinct public developer/provider label retained; legal entity suffix not independently normalized,http://www.ike-global.com/,2026-09-01,ORG-0191
SCRL-00147,LCA-SW-0100,Eco-Bat 4.0,Eco-Bat,Company,developer,Eco-Bat,Distinct public developer/provider label retained; legal entity suffix not independently normalized,http://www.eco-bat.ch/,2026-09-01,ORG-0093
SCRL-00148,LCA-SW-0101,Ecodesign Studio,Altermaker,Company,developer,Altermaker,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://ecodesign-studio.com/,2026-09-01,ORG-0009
SCRL-00149,LCA-SW-0102,EcodEX,Trace One,Company,developer,Trace One,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.traceone.com/,2026-09-01,ORG-0346
SCRL-00150,LCA-SW-0103,EcoImpact / COMPASS,Trayak,Company,developer,Trayak,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://trayak.com/ecoimpact-new-features/,2026-09-01,ORG-0347
SCRL-00151,LCA-SW-0104,ECOSPEED Scout,ECOSPEED,Company,developer,ECOSPEED,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.ecospeed.ch/scout/de/,2026-09-01,ORG-0099
SCRL-00152,LCA-SW-0105,eFootprint,IKE Environmental Technology,Company,developer,IKE Environmental Technology,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.weblca.net/home,2026-09-01,ORG-0191
SCRL-00153,LCA-SW-0106,eQopack,Quantis and Kleis Technology,Company,developer,Quantis and Kleis Technology,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://quantis.com/services-solutions/digital-services/digital-products/eqopack/,2026-09-01,ORG-0295
SCRL-00154,LCA-SW-0107,eToolLCD,eTool,Company,developer,eTool,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://etoolglobal.com/about-etoollcd/,2026-09-01,ORG-0113
SCRL-00155,LCA-SW-0108,JimuLCA,Ecodigit,Company,developer,Ecodigit,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.ecdigit.com/en/,2026-09-01,ORG-0096
SCRL-00156,LCA-SW-0109,LCA4Waste,"ETH Zurich, Chair of Ecological Systems Design",University / research institution,developer,"ETH Zurich, Chair of Ecological Systems Design",Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.ethz.ch/content/specialinterest/baug/institute-ifu/esd/en/downloads/lca4waste.html,2026-09-01,ORG-0112
SCRL-00157,LCA-SW-0110,LCA.no,LCA.no AS,Company,developer,LCA.no,Legal entity resolved from official privacy notice,https://lca.no/personvernerklaering/,2026-09-01,ORG-0235
SCRL-00158,LCA-SW-0111,Pilario,PILARIO SA,Company,developer,Pilario,Legal entity resolved from official privacy notice,https://www.pilario.com/privacy-policy,2026-09-01,ORG-0278
SCRL-00159,LCA-SW-0112,PLACES,The Circulate Initiative,Nonprofit / industry organization,developer,The Circulate Initiative,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.thecirculateinitiative.org/ghg-calculator,2026-09-01,ORG-0334
SCRL-00160,LCA-SW-0113,Pleiades ACV,IZUBA énergies,Company,developer,IZUBA énergies,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.izuba.fr/logiciels/outils-logiciels/re-2020-acv/,2026-09-01,ORG-0222
SCRL-00161,LCA-SW-0114,REGIS,sinum,Company,developer,sinum,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://sinum.com/regis,2026-09-01,ORG-0309
SCRL-00162,LCA-SW-0115,SAP Sustainability Footprint Management,SAP,Company,developer,SAP,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.sap.com/products/scm/sustainability-footprint-management.html,2026-09-01,ORG-0304
SCRL-00163,LCA-SW-0116,SULCA,Semantum,Company,developer,Semantum,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.semantum.fi/products/SULCA/,2026-09-01,ORG-0306
SCRL-00164,LCA-SW-0117,TEAM 5.4,PwC / Ecobilan,Company,developer,PwC / Ecobilan,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.pwc.fr/dd,2026-09-01,ORG-0293
SCRL-00165,LCA-SW-0118,ClimatePartner Product Carbon Footprint solution,ClimatePartner,Company,developer,ClimatePartner,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.climatepartner.com/de/loesungen/co2-bilanzierung/product-carbon-footprint,2026-09-01,ORG-0066
SCRL-00166,LCA-SW-0119,Global Changer Product Carbon Footprint,Global Climate Changer GmbH,Company,developer,Global Climate Changer GmbH,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.globalchanger.com/en/software/product-carbon-footprint,2026-09-01,ORG-0167
SCRL-00167,LCA-SW-0120,R<THINK,Kiwa,Company,developer,Kiwa,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.kiwa.com/de/de/serviceart/zertifizieren/rethink-okobilanz-epd/,2026-09-01,ORG-0227
SCRL-00168,LCA-SW-0121,ECOSPEED Product,ECOSPEED,Company,developer,ECOSPEED,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://ecospeed.eu/software/product-carbon-footprint/,2026-09-01,ORG-0099
SCRL-00169,LCA-SW-0122,VERSO Climate Hub — Product Carbon Footprint,VERSO GmbH,Company,developer,VERSO GmbH,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://verso.de/en/pcf-calculation/,2026-09-01,ORG-0368
SCRL-00170,LCA-SW-0123,Substain Product Carbon Footprint,Substain,Company,developer,Substain,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://welcome.substain.com/module/product-carbon-footprint,2026-09-01,ORG-0321
SCRL-00171,LCA-SW-0124,CarbonSmart Product Carbon Footprint Platform,CarbonSmart,Company,developer,CarbonSmart,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.carbonsmart.io/en/products/product-carbon-footprint,2026-09-01,ORG-0040
SCRL-00172,LCA-SW-0125,Haiyi Product Carbon Footprint Platform,"Yantai Haiyi Software Co., Ltd.",Company,developer,"Yantai Haiyi Software Co., Ltd.",Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://carbon.haiyisoft.com/ProductCarbonFootprint.html,2026-09-01,ORG-0384
SCRL-00173,LCA-SW-0126,FRED Footprint Reduction Tool,FRED GmbH,Company,developer,FRED GmbH,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.fred-footprint.de/,2026-09-01,ORG-0151
SCRL-00174,LCA-SW-0127,Tanso Product Carbon Footprint Software,Tanso Technologies GmbH,Company,developer,Tanso Technologies GmbH,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.tanso.de/en/product-co2-management/product-carbon-footprint-software,2026-09-01,ORG-0328
SCRL-00175,LCA-SW-0128,SKZ PCF Tool,SKZ — Das Kunststoff-Zentrum,Company,developer,SKZ — Das Kunststoff-Zentrum,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.skz.de/forschung/pcf-tool,2026-09-01,ORG-0312
SCRL-00176,LCA-SW-0129,Embodied Carbon in Construction Calculator (EC3),Building Transparency,Nonprofit / industry organization,developer,Building Transparency,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.buildingtransparency.org/tools/ec3/,2026-09-01,ORG-0031
SCRL-00177,LCA-SW-0130,tallyLCA,KieranTimberlake,Company,developer,KieranTimberlake,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.buildingtransparency.org/tools/,2026-09-01,ORG-0225
SCRL-00178,LCA-SW-0130,tallyLCA,C.Scale,Company,operator/maintainer,C.Scale,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.buildingtransparency.org/tools/,2026-09-01,ORG-0033
SCRL-00179,LCA-SW-0130,tallyLCA,C.Scale,Company,owner,C.Scale,Distinct public developer/provider label retained; legal entity suffix not independently normalized,https://www.buildingtransparency.org/tools/,2026-09-01,ORG-0033
