candidate_review_id,discovery_register,candidate_name,developer_provider,official_url,source_url,qualifying_capabilities,review_status,matched_asset_id,decision_reason,reviewed_at
SCR-0092,Targeted official-product and sector-tool search,ClimatePartner Product Carbon Footprint solution,ClimatePartner,https://www.climatepartner.com/de/loesungen/co2-bilanzierung/product-carbon-footprint,https://www.climatepartner.com/de/loesungen/co2-bilanzierung/product-carbon-footprint,PCF calculation; supplier data collection; PCF reporting,Promoted as new asset,LCA-SW-0118,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0093,Targeted official-product and sector-tool search,Global Changer Product Carbon Footprint,Global Climate Changer GmbH,https://www.globalchanger.com/en/software/product-carbon-footprint,https://www.globalchanger.com/en/software/product-carbon-footprint,PCF calculation; portfolio calculation; AI-assisted factor mapping,Promoted as new asset,LCA-SW-0119,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0094,Targeted official-product and sector-tool search,R<THINK,Kiwa,https://www.kiwa.com/de/de/serviceart/zertifizieren/rethink-okobilanz-epd/,https://www.kiwa.com/de/de/serviceart/zertifizieren/rethink-okobilanz-epd/,LCA; PCF calculation; EPD preparation,Promoted as new asset,LCA-SW-0120,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0095,Targeted official-product and sector-tool search,ECOSPEED Product,ECOSPEED,https://ecospeed.eu/software/product-carbon-footprint/,https://ecospeed.eu/software/product-carbon-footprint/,PCF calculation; product portfolio management,Promoted as new asset,LCA-SW-0121,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0096,Targeted official-product and sector-tool search,VERSO Climate Hub — Product Carbon Footprint,VERSO GmbH,https://verso.de/en/pcf-calculation/,https://verso.de/en/pcf-calculation/,PCF calculation; PCF exchange; ERP / API integration,Promoted as new asset,LCA-SW-0122,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0097,Targeted official-product and sector-tool search,Substain Product Carbon Footprint,Substain,https://welcome.substain.com/module/product-carbon-footprint,https://welcome.substain.com/module/product-carbon-footprint,PCF calculation; life-cycle emissions; hotspot analysis,Promoted as new asset,LCA-SW-0123,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0098,Targeted official-product and sector-tool search,CarbonSmart Product Carbon Footprint Platform,CarbonSmart,https://www.carbonsmart.io/en/products/product-carbon-footprint,https://www.carbonsmart.io/en/products/product-carbon-footprint,LCA; PCF calculation; supplier data collection; ERP / API integration,Promoted as new asset,LCA-SW-0124,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0099,Targeted official-product and sector-tool search,Haiyi Product Carbon Footprint Platform,"Yantai Haiyi Software Co., Ltd.",https://carbon.haiyisoft.com/ProductCarbonFootprint.html,https://carbon.haiyisoft.com/ProductCarbonFootprint.html,PCF calculation; process modelling; supplier collaboration,Promoted as new asset,LCA-SW-0125,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0100,Targeted official-product and sector-tool search,FRED Footprint Reduction Tool,FRED GmbH,https://www.fred-footprint.de/,https://www.fred-footprint.de/,PCF calculation; CCF calculation; reduction analysis,Promoted as new asset,LCA-SW-0126,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0101,Targeted official-product and sector-tool search,Tanso Product Carbon Footprint Software,Tanso Technologies GmbH,https://www.tanso.de/en/product-co2-management/product-carbon-footprint-software,https://www.tanso.de/en/product-co2-management/product-carbon-footprint-software,PCF calculation; BOM / ERP integration; PCF exchange,Promoted as new asset,LCA-SW-0127,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0102,Targeted official-product and sector-tool search,SKZ PCF Tool,SKZ — Das Kunststoff-Zentrum,https://www.skz.de/forschung/pcf-tool,https://www.skz.de/forschung/pcf-tool,PCF calculation,Promoted as new asset,LCA-SW-0128,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0103,Targeted official-product and sector-tool search,Embodied Carbon in Construction Calculator (EC3),Building Transparency,https://www.buildingtransparency.org/tools/ec3/,https://www.buildingtransparency.org/tools/ec3/,embodied-carbon calculation; EPD comparison; construction planning,Promoted as new asset,LCA-SW-0129,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
SCR-0104,Targeted official-product and sector-tool search,tallyLCA,KieranTimberlake,https://www.buildingtransparency.org/tools/,https://www.buildingtransparency.org/tools/,whole-building LCA; Revit integration; embodied-carbon analysis,Promoted as new asset,LCA-SW-0130,"Distinct product with a publicly stated qualifying LCA, PCF-calculation, or PCF-exchange function",2026-09-01
